,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),No of Floors,Waterfront View,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Purchase Year,Year Since Renovation
1131,1,3,2.5,3000.0,1.0,0,3,8,1760.0,1240,55,2040.0,8250,2016,0
1132,0,3,1.0,1690.0,1.0,0,1,7,1020.0,670,51,1820.0,8865,2017,0
1133,1,4,4.0,4390.0,1.0,0,3,10,2430.0,1960,24,3090.0,12369,2017,0
1134,0,3,2.5,1560.0,2.0,0,1,7,1560.0,0,33,1660.0,4400,2016,0
1135,0,7,3.0,2940.0,1.0,0,1,8,1690.0,1250,41,1850.0,8031,2016,0
1136,0,3,1.0,1130.0,1.0,0,1,7,990.0,140,77,1800.0,4100,2017,0
1137,0,3,1.0,1020.0,1.0,0,4,6,1020.0,0,31,1420.0,8500,2016,0
1138,0,2,2.0,1310.0,2.0,0,1,6,1310.0,0,14,1310.0,2550,2017,0
1139,1,3,2.5,2570.0,2.0,0,1,9,2570.0,0,29,2490.0,9898,2017,0
1140,1,4,2.0,2020.0,1.0,0,4,8,1010.0,1010,76,1250.0,6842,2017,0
1141,0,5,2.0,1680.0,1.0,0,1,5,840.0,840,112,1380.0,1260,2016,0
1142,1,4,2.0,1770.0,1.5,0,3,7,1770.0,0,56,1710.0,7700,2016,0
1143,1,4,2.75,3190.0,2.0,0,1,10,3190.0,0,24,2850.0,8416,2017,0
1144,0,4,2.0,1440.0,1.0,0,4,6,1440.0,0,56,1530.0,20037,2017,0
1145,0,3,2.0,1150.0,1.0,0,4,7,1150.0,0,62,1980.0,6360,2017,0
1146,0,3,2.5,1860.0,2.0,0,1,8,1860.0,0,24,1840.0,3739,2017,0
1147,0,4,2.5,2430.0,2.0,0,1,8,2430.0,0,15,2260.0,7474,2017,0
1148,1,3,2.5,1940.0,1.5,0,4,7,1940.0,0,112,1440.0,4000,2017,0
1149,0,1,0.0,670.0,1.0,0,1,3,670.0,0,52,1160.0,42882,2016,0
1150,0,2,1.0,880.0,1.0,0,1,7,880.0,0,91,1370.0,3060,2016,0
1151,0,4,2.5,1930.0,1.0,0,3,7,1330.0,600,41,1470.0,12852,2016,0
1152,1,4,2.75,3120.0,1.0,1,3,8,1560.0,1560,55,2630.0,13868,2016,0
1153,0,3,2.5,1830.0,2.0,0,1,8,1830.0,0,24,1860.0,7017,2016,0
1154,1,4,2.5,3230.0,2.0,0,3,10,3230.0,0,31,2990.0,40234,2016,0
1155,0,2,1.0,700.0,1.0,0,3,6,700.0,0,100,1560.0,4500,2017,0
1156,0,3,1.75,1010.0,1.0,0,1,7,1010.0,0,57,1500.0,8580,2017,0
1157,1,4,1.75,2460.0,1.0,1,1,7,1410.0,1050,57,2300.0,10061,2017,0
1158,0,4,2.5,2230.0,2.0,0,1,8,2230.0,0,15,2230.0,6137,2017,0
1159,0,3,2.5,1570.0,2.0,0,1,7,1570.0,0,15,1610.0,2582,2017,0
1160,0,5,3.5,2390.0,2.0,0,4,7,2390.0,0,41,1140.0,6600,2017,0
1161,1,4,3.25,3460.0,2.0,0,1,10,3020.0,440,68,3030.0,8680,2017,19
1162,0,6,3.5,2400.0,2.0,0,1,8,1640.0,760,31,1940.0,7350,2017,0
1163,0,6,4.5,2940.0,1.5,0,3,8,2940.0,0,52,2010.0,7500,2017,0
1164,1,5,5.25,8010.0,2.0,1,1,10,5990.0,2020,19,3430.0,26788,2017,0
1165,0,3,1.75,1570.0,1.0,0,3,7,1570.0,0,59,1860.0,8639,2017,0
1166,0,3,3.0,1520.0,1.0,0,1,7,1180.0,340,51,2080.0,8000,2016,0
1167,0,3,1.0,1070.0,1.0,0,3,7,1070.0,0,47,1190.0,6532,2017,0
1168,0,2,0.75,440.0,1.0,1,3,5,440.0,0,75,880.0,26289,2017,0
1169,0,4,2.0,2440.0,1.0,0,4,7,1220.0,1220,55,1370.0,9600,2017,0
1170,1,4,2.5,2660.0,2.0,0,4,8,1800.0,860,108,1510.0,3825,2016,0
1171,1,4,4.0,4460.0,2.0,0,1,10,4460.0,0,17,3470.0,88519,2017,0
1172,1,3,2.5,2010.0,2.0,0,1,9,2010.0,0,10,2350.0,3600,2017,0
1173,0,3,2.5,1450.0,2.0,0,1,7,1450.0,0,14,1970.0,3748,2016,0
1174,1,3,1.75,1400.0,1.0,0,1,7,1400.0,0,67,1810.0,10796,2017,0
1175,0,3,2.0,1500.0,2.0,0,1,8,1500.0,0,16,1550.0,5000,2017,0
1176,1,3,2.5,2500.0,2.0,0,1,9,2500.0,0,28,2790.0,7642,2017,0
1177,1,2,1.75,1280.0,1.0,0,3,7,1000.0,280,63,1550.0,6835,2016,0
1178,0,4,3.25,3380.0,2.0,0,1,7,2420.0,960,28,1920.0,7500,2016,0
1179,1,4,2.75,2910.0,1.0,0,1,9,2210.0,700,61,2420.0,26140,2017,22
1180,1,4,2.5,3060.0,2.0,0,1,9,3060.0,0,12,3240.0,6218,2017,0
1181,1,3,1.0,1330.0,1.0,0,3,7,1330.0,0,41,1710.0,34787,2017,0
1182,1,4,2.5,3300.0,2.0,0,3,10,3300.0,0,27,2880.0,213879,2017,0
1183,1,3,3.5,3250.0,2.0,0,1,10,2500.0,750,17,1650.0,6000,2017,0
1184,1,4,2.25,2530.0,1.0,0,4,9,1570.0,960,42,3030.0,9400,2017,0
1185,0,3,1.0,1830.0,1.0,0,1,7,1830.0,0,67,1840.0,10667,2017,0
1186,0,3,1.0,1170.0,1.0,0,3,6,1170.0,0,50,2080.0,8481,2017,0
1187,1,2,2.0,2930.0,1.0,0,3,8,1680.0,1250,38,2234.0,61011,2017,0
1188,0,2,1.0,1230.0,1.0,0,1,7,1230.0,0,57,1270.0,7560,2017,0
1189,0,3,2.5,1620.0,2.0,0,1,8,1620.0,0,16,1900.0,2943,2016,0
1190,0,3,1.75,1760.0,1.0,0,1,7,1160.0,600,62,1790.0,6225,2017,0
1191,0,4,1.0,1440.0,1.0,0,1,7,1440.0,0,59,1440.0,8466,2017,0
1192,0,2,1.0,1740.0,1.0,0,1,6,1050.0,690,71,960.0,8100,2017,0
1193,1,3,1.0,1270.0,1.5,0,1,7,1270.0,0,112,1710.0,3600,2017,0
1194,0,2,1.0,880.0,1.0,0,1,6,880.0,0,94,890.0,3000,2016,0
1195,1,6,2.5,2560.0,1.0,0,1,7,1370.0,1190,57,2360.0,7800,2017,0
1196,0,5,2.75,1540.0,1.0,0,1,7,1140.0,400,28,1630.0,4000,2017,0
1197,0,3,1.75,1150.0,1.0,0,1,7,1150.0,0,54,1200.0,7500,2017,0
1198,0,2,1.0,770.0,1.0,0,1,6,770.0,0,70,1160.0,8149,2017,0
1199,1,4,3.75,4610.0,1.0,0,3,10,2500.0,2110,38,3050.0,41056,2017,0
1200,0,3,2.5,1850.0,2.0,0,1,8,1850.0,0,15,2210.0,5000,2017,0
1201,0,3,2.25,1840.0,1.0,0,1,8,1290.0,550,57,2110.0,8400,2017,0
1202,0,3,1.75,1490.0,1.0,0,1,6,700.0,790,105,2180.0,4000,2017,0
1203,0,3,1.75,1490.0,1.0,0,1,6,700.0,790,105,2180.0,4000,2016,0
1204,0,3,1.0,960.0,1.0,0,3,7,960.0,0,66,1250.0,9769,2017,0
1205,1,4,2.25,1580.0,1.0,0,1,8,1160.0,420,45,2020.0,7458,2017,0
1206,0,3,2.5,1260.0,3.0,0,1,8,1260.0,0,10,1340.0,1324,2017,0
1207,1,3,2.0,1940.0,1.0,0,4,7,970.0,970,78,1730.0,4640,2017,0
1208,1,4,1.75,2490.0,1.0,0,3,8,1240.0,1250,60,3210.0,7834,2017,0
1209,0,5,2.5,2520.0,1.5,0,1,7,1890.0,630,76,1830.0,14373,2016,46
1210,1,4,1.75,1760.0,1.0,0,3,7,920.0,840,68,1680.0,5184,2017,0
1211,0,4,2.5,4190.0,2.0,0,1,7,4190.0,0,14,2480.0,6727,2017,0
1212,0,3,1.0,1170.0,1.0,0,1,7,870.0,300,67,1240.0,4400,2017,0
1213,0,3,2.5,1600.0,2.0,0,1,7,1600.0,0,15,1520.0,3225,2016,0
1214,0,4,2.0,2760.0,2.0,0,3,8,1800.0,960,40,2490.0,13158,2017,0
1215,0,3,2.5,2090.0,2.0,0,1,8,2090.0,0,29,2090.0,6396,2017,0
1216,0,4,2.5,2320.0,2.0,0,1,7,2320.0,0,19,2620.0,4539,2016,0
1217,1,5,3.25,4110.0,2.0,0,1,9,3150.0,960,97,3890.0,7800,2017,0
1218,0,2,1.0,770.0,1.0,0,1,7,770.0,0,40,1480.0,17334,2017,0
1219,0,3,1.75,1410.0,1.0,0,1,7,1410.0,0,36,1550.0,18615,2017,0
1220,0,4,3.5,3660.0,2.0,0,1,10,2660.0,1000,24,2780.0,10653,2017,0
1221,0,4,2.5,2180.0,1.0,0,1,7,1190.0,990,46,2070.0,7210,2016,0
1222,0,3,1.0,1110.0,1.0,0,3,7,1110.0,0,58,1440.0,8400,2016,0
1223,0,3,2.5,2280.0,2.0,0,1,8,2280.0,0,20,2370.0,6443,2017,0
1224,1,4,2.5,2820.0,2.0,0,1,9,2050.0,770,5,1390.0,4635,2017,0
1225,0,4,2.5,1570.0,1.0,0,1,7,800.0,770,46,1340.0,9110,2016,0
1226,0,3,1.5,1200.0,1.0,0,3,7,1200.0,0,50,1350.0,11935,2016,0
1227,0,4,2.0,1710.0,1.5,0,1,7,1710.0,0,48,1710.0,7200,2017,0
1228,1,6,3.5,3000.0,2.0,0,1,8,2400.0,600,49,1720.0,6360,2016,0
1229,0,4,3.0,2800.0,2.0,0,1,8,2800.0,0,16,2800.0,6977,2017,0
1230,0,3,2.25,1640.0,2.0,0,1,7,1640.0,0,29,1640.0,6789,2017,0
1231,0,3,2.75,2030.0,1.0,0,1,7,1210.0,820,39,1910.0,6365,2017,0
1232,0,4,2.5,2530.0,2.0,0,1,8,2530.0,0,20,2330.0,7205,2016,0
1233,0,3,1.0,990.0,1.0,0,4,6,990.0,0,58,1010.0,7420,2016,0
1234,0,2,1.0,790.0,1.0,0,3,6,790.0,0,76,1930.0,11871,2017,0
1235,0,2,1.0,790.0,1.0,0,3,6,790.0,0,76,1930.0,11871,2016,0
1236,0,3,1.75,1800.0,1.0,0,1,6,1470.0,330,34,1440.0,7483,2017,0
1237,0,3,1.75,1650.0,1.0,0,3,7,1650.0,0,57,2830.0,12600,2017,0
1238,1,4,2.0,1980.0,2.0,0,1,8,1980.0,0,80,2300.0,24640,2017,33
1239,1,4,2.75,2340.0,1.0,0,3,7,1310.0,1030,44,2020.0,6350,2016,0
1240,1,4,2.5,2790.0,2.0,0,1,9,2790.0,0,19,2450.0,6453,2017,0
1241,0,7,3.0,2800.0,1.0,0,1,7,1400.0,1400,55,2150.0,7333,2017,0
1242,0,2,1.0,1840.0,1.0,0,1,6,1840.0,0,63,2550.0,40089,2016,0
1243,0,3,1.5,1350.0,1.0,0,2,7,1350.0,0,52,2220.0,93825,2017,0
1244,1,4,2.5,3030.0,3.0,0,1,9,3030.0,0,13,1080.0,4922,2017,0
1245,0,4,2.5,1980.0,2.0,0,1,8,1980.0,0,10,1400.0,8500,2016,0
1246,1,4,2.5,3690.0,2.0,0,1,10,3690.0,0,22,3600.0,13609,2017,0
1247,1,5,4.5,3732.0,2.5,0,1,10,2932.0,800,17,2950.0,4000,2017,0
1248,0,2,1.75,1510.0,1.0,0,1,8,1510.0,0,13,1510.0,5912,2017,0
1249,1,3,1.75,2000.0,1.0,0,3,7,1110.0,890,97,1750.0,5000,2017,0
1250,0,3,2.0,1760.0,1.0,0,4,7,1060.0,700,41,1680.0,9165,2017,0
1251,0,3,1.0,1270.0,1.0,0,3,7,1270.0,0,60,1780.0,7520,2017,0
1252,0,5,2.0,2620.0,1.0,0,1,8,1420.0,1200,53,1360.0,7964,2017,0
1253,0,5,2.75,2630.0,1.0,0,3,8,1690.0,940,42,2440.0,10165,2017,0
1254,0,3,1.75,2270.0,1.0,0,3,8,1330.0,940,40,2090.0,8400,2017,0
1255,1,2,2.5,2410.0,1.0,0,3,7,1940.0,470,106,2460.0,310582,2017,28
1256,0,3,2.75,1120.0,3.0,0,1,8,1120.0,0,19,1120.0,1087,2017,0
1257,0,5,2.75,3030.0,1.0,0,3,7,1540.0,1490,40,1790.0,7330,2016,0
1258,1,5,2.25,2120.0,1.5,0,3,7,1720.0,400,108,1960.0,4000,2017,0
1259,0,4,2.5,1720.0,2.0,0,1,8,1720.0,0,18,2360.0,7700,2017,0
1260,1,4,2.5,2150.0,2.0,0,1,9,2150.0,0,33,2450.0,37981,2017,0
1261,1,3,4.5,4380.0,2.0,1,1,9,3720.0,660,50,2460.0,18512,2017,27
1262,1,3,2.25,2010.0,2.0,0,3,8,2010.0,0,32,2190.0,10168,2017,0
1263,1,5,2.5,3150.0,2.0,0,4,8,1870.0,1280,111,1550.0,5150,2017,13
1264,0,3,2.5,2500.0,1.0,0,1,8,1770.0,730,32,2670.0,23400,2017,0
1265,0,3,2.5,1690.0,2.0,0,1,7,1690.0,0,14,2120.0,5080,2017,0
1266,0,6,2.5,3300.0,1.0,0,1,8,2060.0,1240,38,2060.0,8745,2017,0
1267,0,3,2.5,1240.0,3.0,0,1,8,1240.0,0,15,1410.0,1355,2017,0
1268,0,3,2.5,2200.0,2.0,0,1,8,2200.0,0,24,2250.0,7240,2017,0
1269,1,3,1.75,1620.0,1.0,0,4,7,980.0,640,91,1400.0,3840,2017,0
1270,0,3,2.5,2420.0,2.0,0,1,8,1780.0,640,25,2420.0,9145,2017,0
1271,0,4,2.5,2680.0,1.0,0,3,7,1530.0,1150,51,1920.0,8600,2017,0
1272,1,4,3.25,4250.0,2.0,0,1,9,4250.0,0,14,2830.0,12821,2017,0
1273,1,3,2.5,2400.0,1.0,0,1,9,2400.0,0,22,2800.0,98010,2017,0
1274,0,3,1.75,2300.0,1.0,0,1,8,1770.0,530,76,2030.0,6000,2017,0
1275,0,2,2.0,920.0,2.0,0,1,8,800.0,120,9,1150.0,1161,2017,0
1276,1,4,2.25,2350.0,2.0,0,3,9,2350.0,0,41,2880.0,14400,2017,0
1277,1,2,2.5,2630.0,2.0,0,1,8,2630.0,0,15,2305.0,7220,2017,0
1278,1,4,3.0,2170.0,2.0,0,3,9,1610.0,560,36,1670.0,4000,2017,6
1279,0,3,2.5,1700.0,2.0,0,1,7,1700.0,0,14,1970.0,4105,2016,0
1280,0,3,2.5,2470.0,2.0,0,1,7,2470.0,0,13,2470.0,5064,2017,0
1281,0,3,1.0,1250.0,1.0,0,3,7,1250.0,0,48,1410.0,18200,2016,0
1282,1,3,3.5,3110.0,1.0,0,1,10,3110.0,0,15,3110.0,12433,2016,0
1283,0,3,2.0,1530.0,1.0,0,1,7,1530.0,0,41,2040.0,8856,2017,0
1284,0,2,1.0,960.0,1.0,0,1,6,960.0,0,102,1350.0,6250,2017,0
1285,0,3,1.0,1240.0,1.0,0,3,7,1240.0,0,46,2060.0,19350,2017,0
1286,0,4,2.75,2440.0,2.0,0,3,7,2440.0,0,61,2280.0,9250,2017,0
1287,0,3,1.75,2320.0,1.0,0,1,8,1620.0,700,51,1990.0,9720,2016,0
1288,0,3,2.25,1580.0,1.0,0,1,8,1200.0,380,37,1710.0,7241,2016,0
1289,0,4,2.5,2963.0,2.0,0,1,9,2963.0,0,12,2665.0,6119,2017,0
1290,0,3,2.25,2470.0,2.0,0,1,8,2230.0,240,34,1970.0,10150,2017,0
1291,0,3,1.5,1370.0,1.0,0,1,6,1370.0,0,71,1650.0,10176,2016,0
1292,0,2,1.0,960.0,1.0,0,3,6,960.0,0,34,1860.0,28717,2017,0
1293,1,3,1.0,1130.0,1.0,0,1,7,880.0,250,71,2190.0,5250,2017,0
1294,1,4,4.25,4930.0,2.0,0,1,10,4930.0,0,13,3620.0,23035,2017,0
1295,0,3,1.0,1150.0,1.0,0,3,6,800.0,350,72,1220.0,5120,2016,0
1296,1,4,2.5,2190.0,2.5,0,4,8,2190.0,0,60,1880.0,7350,2017,0
1297,0,2,1.5,1490.0,1.0,0,1,7,930.0,560,62,1320.0,4080,2017,0
1298,1,3,2.5,2600.0,1.0,0,1,8,1300.0,1300,14,1860.0,10401,2016,0
1299,0,3,1.75,1530.0,1.0,0,1,7,1200.0,330,30,1680.0,9680,2016,0
1300,1,4,2.0,1680.0,1.0,0,1,7,980.0,700,68,1680.0,6000,2017,0
1301,0,3,1.75,1680.0,1.0,0,3,7,1680.0,0,55,1290.0,8147,2016,0
1302,0,4,3.0,1900.0,2.0,0,3,7,1900.0,0,30,1690.0,7194,2016,0
1303,0,3,1.0,1570.0,1.0,0,1,7,1570.0,0,64,1570.0,9100,2017,0
1304,0,3,1.0,1370.0,1.0,0,3,7,1150.0,220,88,1460.0,47044,2017,0
1305,0,2,2.0,1350.0,1.0,0,1,8,1350.0,0,15,1660.0,4225,2017,0
1306,1,6,2.5,3010.0,2.0,0,1,8,3010.0,0,49,2560.0,11532,2016,0
1307,0,3,1.0,1010.0,1.0,0,3,6,1010.0,0,41,1380.0,8128,2017,0
1308,0,3,2.5,2050.0,2.0,0,1,8,2050.0,0,18,2050.0,7264,2016,0
1309,1,3,1.0,1670.0,1.0,0,1,7,1170.0,500,51,1560.0,4080,2017,0
1310,1,5,2.5,3840.0,2.0,0,1,10,3840.0,0,27,3270.0,12133,2017,0
1311,0,4,2.0,2220.0,1.0,0,1,7,1200.0,1020,52,1300.0,9709,2017,0
1312,1,4,2.5,2590.0,1.0,0,3,8,1640.0,950,40,2710.0,10970,2017,0
1313,0,3,1.0,1180.0,1.0,0,3,7,1180.0,0,51,1460.0,11730,2017,0
1314,1,4,2.5,2950.0,2.0,0,1,7,2950.0,0,12,2120.0,4750,2016,0
1315,1,6,6.0,7390.0,2.0,1,3,10,5000.0,2390,27,4320.0,24619,2016,0
1316,1,3,2.75,2150.0,2.0,0,1,9,2150.0,0,22,2650.0,38307,2016,0
1317,1,4,2.0,2100.0,1.0,0,3,7,2100.0,0,60,1280.0,9102,2017,0
1318,0,3,1.75,1650.0,1.0,0,1,7,1100.0,550,38,1280.0,8073,2016,0
1319,1,3,1.75,1620.0,2.5,0,1,9,1430.0,190,13,1750.0,1572,2017,0
1320,0,4,1.0,1750.0,1.0,0,3,7,1750.0,0,51,1550.0,14120,2016,0
1321,0,3,1.5,1380.0,2.0,0,1,7,1380.0,0,32,1420.0,8187,2016,0
1322,0,3,1.75,1510.0,1.0,0,1,7,1210.0,300,53,2080.0,9076,2017,0
1323,0,3,1.5,1600.0,1.0,0,3,7,1600.0,0,55,1710.0,8000,2017,0
1324,1,4,2.5,1840.0,2.0,0,1,8,1840.0,0,18,1890.0,65340,2017,0
1325,0,2,1.0,830.0,1.0,0,2,6,830.0,0,75,980.0,7590,2016,0
1326,1,3,3.5,1810.0,2.0,0,3,8,1440.0,370,9,1480.0,3600,2017,0
1327,0,2,1.0,910.0,1.0,0,1,7,910.0,0,66,1260.0,7528,2017,0
1328,1,4,2.0,2120.0,2.0,0,1,9,2120.0,0,113,2090.0,3600,2017,0
1329,1,4,2.25,2510.0,2.0,0,3,8,2510.0,0,41,2510.0,69696,2016,0
1330,1,5,2.25,2100.0,1.0,0,1,8,1600.0,500,44,2100.0,8661,2017,0
1331,1,2,2.25,2690.0,1.0,0,1,8,1870.0,820,31,2690.0,15000,2016,0
1332,1,4,2.5,2430.0,1.0,0,4,8,1590.0,840,50,2430.0,9600,2017,0
1333,0,4,3.75,2452.0,2.0,0,1,7,2452.0,0,82,1180.0,4800,2017,23
1334,1,2,1.75,1550.0,1.0,0,1,7,1550.0,0,98,2360.0,6000,2017,0
1335,1,3,2.5,2080.0,2.0,0,1,8,2080.0,0,19,1530.0,5606,2016,0
1336,1,3,1.75,1290.0,1.0,0,4,7,1290.0,0,102,2020.0,5850,2017,0
1337,0,2,1.75,1850.0,2.5,0,3,7,1850.0,0,115,1500.0,1795,2017,0
1338,1,4,2.5,3370.0,2.0,0,1,9,3370.0,0,12,3370.0,5237,2017,0
1339,0,4,2.25,2730.0,2.0,0,3,8,2730.0,0,31,2390.0,8015,2016,0
1340,0,3,1.75,1300.0,1.0,0,4,7,1300.0,0,50,1520.0,7344,2017,0
1341,1,5,2.75,3040.0,2.0,0,1,10,3040.0,0,25,2860.0,9327,2017,0
1342,1,4,3.0,2440.0,1.5,0,4,8,1480.0,960,89,1770.0,4000,2017,0
1343,0,3,2.25,1720.0,1.0,0,3,8,1320.0,400,49,1930.0,8000,2017,0
1344,1,5,3.0,3230.0,1.5,0,3,8,2000.0,1230,109,1509.0,1626,2016,0
1345,0,3,1.5,1200.0,2.0,0,1,8,1030.0,170,10,1230.0,2120,2017,0
1346,1,4,1.75,2350.0,1.0,0,1,8,2350.0,0,59,3050.0,14640,2017,0
1347,1,4,3.5,3100.0,2.0,0,1,9,3100.0,0,13,3080.0,5600,2016,0
1348,0,4,2.25,2040.0,1.0,0,1,8,1400.0,640,59,1890.0,8580,2016,0
1349,0,4,1.0,2000.0,1.5,0,1,7,1250.0,750,102,1140.0,4676,2017,31
1350,1,4,2.5,2160.0,2.5,0,3,9,2160.0,0,116,1720.0,2283,2017,0
1351,0,3,2.0,1970.0,1.0,0,1,7,1070.0,900,39,1890.0,36626,2017,0
1352,1,3,2.5,2270.0,2.0,0,1,8,2270.0,0,20,1277.0,100545,2017,0
1353,0,3,2.25,1850.0,1.0,0,3,7,1150.0,700,41,1780.0,7420,2017,0
1354,0,2,1.0,1350.0,1.0,0,1,7,920.0,430,69,1470.0,5225,2017,0
1355,1,3,2.5,3280.0,1.0,0,1,10,1680.0,1600,48,1550.0,6300,2017,0
1356,1,4,2.5,2270.0,2.0,0,1,8,2270.0,0,30,2420.0,8391,2016,0
1357,1,4,2.5,2820.0,2.0,0,1,9,2820.0,0,28,2820.0,8307,2017,0
1358,0,4,1.0,1200.0,1.5,0,1,7,1200.0,0,69,1350.0,9113,2016,0
1359,1,3,1.75,2000.0,1.0,0,3,8,1120.0,880,67,2140.0,7150,2017,0
1360,1,3,2.0,2310.0,2.0,0,3,9,1560.0,750,92,2000.0,6000,2016,0
1361,1,5,4.25,4640.0,2.0,1,4,8,2860.0,1780,66,3140.0,14200,2016,0
1362,1,3,2.25,2330.0,2.0,0,3,8,2330.0,0,34,2050.0,11448,2016,0
1363,1,3,2.5,3940.0,2.0,0,1,9,3110.0,830,26,2720.0,11941,2017,0
1364,0,3,1.0,1440.0,1.0,0,1,7,1440.0,0,51,2200.0,11250,2017,0
1365,0,4,1.75,1960.0,1.0,0,4,7,1340.0,620,39,1500.0,9752,2017,0
1366,0,2,1.75,1250.0,1.0,0,3,7,790.0,460,98,1500.0,3225,2017,0
1367,0,3,2.5,1981.0,2.0,0,1,8,1981.0,0,8,1981.0,5894,2017,0
1368,1,4,2.5,2440.0,2.0,0,3,9,2440.0,0,29,2820.0,8484,2017,0
1369,0,4,1.5,1150.0,1.5,0,1,6,1150.0,0,48,1480.0,8155,2017,0
1370,0,2,1.0,1120.0,1.0,0,1,6,1120.0,0,74,1270.0,6875,2017,0
1371,1,3,1.75,1800.0,1.0,0,3,8,1000.0,800,77,1680.0,5350,2017,0
1372,0,4,2.25,2380.0,2.0,0,3,8,2380.0,0,34,2030.0,48000,2017,0
1373,1,5,3.0,2920.0,2.0,0,1,8,2140.0,780,58,1620.0,1544,2017,25
1374,1,3,2.25,2790.0,1.0,0,1,8,2790.0,0,12,2720.0,12600,2017,0
1375,0,3,1.0,1560.0,1.0,0,3,6,910.0,650,70,1200.0,8152,2017,0
1376,0,2,1.0,1550.0,1.5,0,4,7,1550.0,0,98,1520.0,34929,2016,0
1377,0,3,2.0,1700.0,1.0,0,4,6,970.0,730,73,1560.0,11475,2017,0
1378,0,1,1.0,640.0,1.0,0,1,5,640.0,0,79,1270.0,6350,2017,0
1379,1,4,3.5,2680.0,2.0,0,1,8,2040.0,640,76,1530.0,8000,2017,3
1380,0,3,2.5,1860.0,2.0,0,3,8,1860.0,0,31,1850.0,4661,2017,0
1381,0,3,1.75,1490.0,1.0,0,3,7,1010.0,480,43,1490.0,7469,2017,0
1382,0,4,2.5,2470.0,2.0,0,1,9,2470.0,0,13,2790.0,5583,2017,0
1383,1,4,2.25,2390.0,1.0,0,3,8,1740.0,650,39,2240.0,8858,2017,0
1384,0,3,1.0,1230.0,1.0,0,3,7,780.0,450,81,1570.0,5000,2017,0
1385,0,3,1.5,2840.0,1.0,0,1,8,1510.0,1330,67,2210.0,9669,2016,0
1386,1,3,2.5,2120.0,2.0,0,3,9,2120.0,0,34,2290.0,11524,2017,0
1387,0,3,2.0,1770.0,1.0,0,3,8,1770.0,0,59,1900.0,14400,2017,0
1388,0,3,2.5,2495.0,2.0,0,1,8,2495.0,0,11,2434.0,4400,2017,0
1389,0,1,0.75,1170.0,1.0,0,4,7,880.0,290,56,1130.0,24513,2017,0
1390,1,4,2.5,2740.0,2.0,0,1,8,2740.0,0,25,2260.0,7035,2017,0
1391,0,2,1.0,1050.0,1.0,0,1,7,850.0,200,69,1850.0,5243,2016,0
1392,0,2,1.0,1130.0,1.0,0,3,7,1130.0,0,63,860.0,6300,2016,0
1393,0,2,1.0,880.0,1.0,0,1,7,880.0,0,80,1340.0,6380,2017,23
1394,1,4,2.5,2403.0,2.0,0,1,9,2403.0,0,19,2380.0,6075,2017,0
1395,1,4,2.75,3410.0,2.0,0,1,9,3410.0,0,34,2580.0,37263,2017,0
1396,1,4,4.0,5320.0,2.0,0,1,10,5320.0,0,15,4640.0,17268,2017,0
1397,1,4,1.75,1900.0,1.0,0,3,7,950.0,950,63,1480.0,8360,2017,0
1398,0,4,1.75,1810.0,2.0,0,3,7,1810.0,0,57,2700.0,29680,2017,0
1399,0,2,2.0,1200.0,1.0,0,1,8,1200.0,0,12,1440.0,5580,2016,0
1400,0,4,2.5,2060.0,2.0,0,1,8,2060.0,0,18,2242.0,6406,2017,0
1401,0,3,1.75,1250.0,1.0,0,1,7,1250.0,0,24,1980.0,10175,2017,0
1402,0,2,1.0,910.0,1.0,0,4,6,910.0,0,76,890.0,6050,2017,0
1403,1,3,2.25,2560.0,2.0,0,1,10,2560.0,0,32,3040.0,35395,2017,0
1404,1,4,2.25,1920.0,1.0,0,3,8,1200.0,720,49,2250.0,8800,2017,0
1405,0,4,2.25,2240.0,2.0,0,1,8,2240.0,0,40,2340.0,8500,2017,0
1406,0,3,2.5,1260.0,2.0,0,1,8,1260.0,0,19,1310.0,3344,2017,0
1407,0,3,1.5,1360.0,1.0,0,3,8,1360.0,0,58,1900.0,10538,2016,0
1408,0,4,2.25,2100.0,2.0,0,1,8,2100.0,0,40,2190.0,7700,2017,0
1409,0,2,1.0,2110.0,1.5,0,1,7,1460.0,650,107,1390.0,4732,2017,0
1410,1,3,1.75,2210.0,1.0,0,1,8,1560.0,650,44,2210.0,8976,2016,0
1411,1,3,2.5,2360.0,2.0,0,1,8,2360.0,0,35,2480.0,11665,2016,0
1412,0,4,1.5,1280.0,1.0,0,1,6,1280.0,0,58,1420.0,8211,2016,0
1413,1,6,3.75,2740.0,1.0,0,1,7,1640.0,1100,56,1940.0,6000,2016,0
1414,1,4,2.5,2740.0,2.0,0,1,9,2740.0,0,9,2880.0,7203,2017,0
1415,0,4,2.0,2630.0,1.5,0,1,7,1830.0,800,74,1430.0,6825,2017,8
1416,0,3,2.0,1650.0,1.0,0,1,7,1650.0,0,28,1870.0,6000,2016,0
1417,1,2,2.5,1770.0,2.0,1,1,8,1770.0,0,61,2410.0,10476,2016,12
1418,1,3,1.0,1500.0,1.5,0,3,7,1050.0,450,91,1500.0,5060,2016,0
1419,0,3,1.5,1430.0,1.0,0,1,7,1130.0,300,70,1490.0,8196,2016,0
